id,priceType,priceFirst,priceMonth,description,floor,area,fee,roomType,roomNum,address,latitude,longitude,detailUrl,imageUrl,roomList
대전광역시 145,월세,1000,50,///풀옵션투룸///남향///정확한관리비///초특가1등///강력최상깔끔,2층,56.19,5,투룸,2,대전광역시 중구 유천동 313-29,36.3197801936762,127.394428132947,https://dabangapp.com/room/6480765c261df8451f95791e,https://d1774jszgerdmk.cloudfront.net/512/kYY9fhxS5-A9WRs3eca88,[]
대전광역시 146,월세,5000,60,"괴정동 신축 첫입주 풀옵션투룸,건조기,주차 11대 가능합니다.",5층,52.89,4,투룸 ∙ 미등기건물,3,대전광역시 서구 괴정동 86-9,36.3375534204264,127.383063422657,https://dabangapp.com/room/64967fbdd9a87a55286cb0e8,https://d1774jszgerdmk.cloudfront.net/512/yENFwKaaE3zgtGXGgtk4B,[]
대전광역시 147,월세,500,50,부사동 / 가성비 좋은 / 깨끗한투룸 / 선착순,2층,52,2,투룸,2,대전광역시 중구 부사동 298-6,36.3114725164133,127.43206478444,https://dabangapp.com/room/64ae05a6930fd05bb01b67fe,https://d1774jszgerdmk.cloudfront.net/512/u4CKhte6UwYW5j4c0KQIq,[]
대전광역시 148,전세,1,0,LH / 신축급 투룸 / 특급가성비 / 선착순매물,2층,52.89,3,투룸,2,대전광역시 대덕구 석봉동 307-28,36.4487190482782,127.423574202612,https://dabangapp.com/room/64a7c0644b21e45a5cdd3666,https://d1774jszgerdmk.cloudfront.net/512/BsMav-3YVaSFT6PoT82Z3,[]
대전광역시 149,월세,2000,70,신축 첫입주/ 풀옵션 투룸/ 중리시장 인근 깔끔한 집입니다.,2층,42.97,4.5,투룸,2,대전광역시 대덕구 중리동,36.3605737779523,127.426420863562,https://dabangapp.com/room/649a578193ed384085723772,https://d1774jszgerdmk.cloudfront.net/512/ca26dd31-fdc0-4128-9c61-10b32f34233a,[]
대전광역시 150,전세,13000,0,반전세가능/신축첫입주/ 도보1분과일가게/ 실물갑/ 깔금한방,2층,42.97,1.5,투룸,2,대전광역시 서구 갈마동 395-17,36.3454844112924,127.370919712222,https://dabangapp.com/room/649c7b73532b10461a9c5997,https://d1774jszgerdmk.cloudfront.net/512/CwHwT7N3c7IwU_M1GS5QH,[]
대전광역시 151,월세,2000,85,+신축풀옵션투룸입니다.몸만오시면되세요.엘레베이터도 있습니다보증금 조절가능,4층,56.19,5,투룸,2,대전광역시 서구 월평동 675,36.3559518390258,127.367006572537,https://dabangapp.com/room/64a640fb63b11c07db67d0f3,https://d1774jszgerdmk.cloudfront.net/512/30c8a0d4-fcd7-4f54-a1e2-5d50571fef58,[]
대전광역시 152,월세,500,55,테라스있는 복층 집,3층,52.89,2,투룸,2,대전광역시 유성구 원신흥동,36.3421510420859,127.343329061063,https://dabangapp.com/room/64994e88a647d96803ea7fee,https://d1774jszgerdmk.cloudfront.net/512/acb3664d-0b10-4754-9b77-538476b70997,[]
대전광역시 153,월세,2000,80,주인세대 3룸 복층. 산책하기 좋은 동네,4층,82.64,3,쓰리룸 이상,3,대전광역시 동구 용전동 9-14,36.3592454802558,127.436149478527,https://dabangapp.com/room/6470037c822b3825554f2b82,https://d1774jszgerdmk.cloudfront.net/512/6762d6b9-d5eb-4554-aec1-3f9b245fe4e6,[]
대전광역시 154,월세,500,50,최저가 풀옵션 쓰리룸 3층단독 주인세대 베란다3,3층,72.72,2,쓰리룸 이상,3,대전광역시 서구 갈마동 304-9,36.3515042785343,127.365533974795,https://dabangapp.com/room/6495533a6a9cbe5e56d700e8,https://d1774jszgerdmk.cloudfront.net/512/wGsjUCn57MSVKPM1xqOH3,[]
대전광역시 155,월세,500,45,유성온천역 도보 2분거리 풀옵션 쾌적한 1.5룸,중층,23.09,7,도시형,3,대전시 유성구 봉명동 550-9,36.354076557376,127.342991713583,https://dabangapp.com/room/64ab6ad872fb8871e1db9061,https://d1774jszgerdmk.cloudfront.net/512/TAJKFCYpD1GNy5Ei9k9yw,[]
대전광역시 156,월세,9000,10,유성온천역 도보 8분거리 풀옵션 넓고 쾌적한 1.5룸 반전세,중층,24.01,8,도시형,3,대전시 유성구 봉명동 540-8,36.3552187451977,127.349909749734,https://dabangapp.com/room/648fae951c7b3351d0a01b19,https://d1774jszgerdmk.cloudfront.net/512/ytVHd2XUMRcvD_SxdBvU_,[]
대전광역시 157,월세,500,55,거실큰투룸 중문 1층주차장 대로변인접 남향 풀리모델링,3층,69.42,1.5,투룸,2,대전광역시 서구 갈마동 405-1,36.3450910175458,127.370435613022,https://dabangapp.com/room/649e9dd8ec944742b50b27d6,https://d1774jszgerdmk.cloudfront.net/512/0fb1da47-be65-4f0c-bc56-8c7581324cc6,[]
대전광역시 158,월세,2000,80,"주차좋고 도솔천을 바라보는 멋진뷰,거실및 방이 큰 멋진 신축투룸",2층,62.81,5,투룸,2,대전광역시 서구 도안동 1799,36.3108784295113,127.351810414219,https://dabangapp.com/room/647ad4f80f1e80749cb8650e,https://d1774jszgerdmk.cloudfront.net/512/Qy6BDCg-5u0V4V3hmmt_R,[]
대전광역시 159,월세,1000,35,ㅣ. 18평 가성비 투룸 .ㅣ 반려동물 협의 가능 ㅣ 7월입주,중층,59.5,5,투룸,2,대전광역시 동구 자양동 200-4,36.3415578158649,127.45059678728,https://dabangapp.com/room/649e6c78fdd1c9091be9e0d3,https://d1774jszgerdmk.cloudfront.net/512/KEwt1Cm7q5yMP3yp3lI8Y,[]
대전광역시 160,전세,15000,0,고급투룸.에어콘.주차완비.선순위가능.월세가능,2층,66.11,3,투룸,2,대전광역시 대덕구 석봉동 179-28,36.4458579955429,127.426777127957,https://dabangapp.com/room/643cd6ba8947a875cda0f4e2,https://d1774jszgerdmk.cloudfront.net/512/17FE0D76-7B7F-4F0D-AF19-088DB4561A1D,[]
대전광역시 161,전세,9000,0,++ LH가능한 괴정동 2룸 / 월세가능 / 초중고학군 ++,3층,52.89,2,투룸,2,대전광역시 서구 괴정동,36.3371418821154,127.382068970091,https://dabangapp.com/room/64a7aee97ee0d4213ae41955,https://d1774jszgerdmk.cloudfront.net/512/wFkAVYQHX3lVxBU2PC4lZ,[]
대전광역시 162,월세,1000,60,ll 원신흥초등학교 도보 3분거리 채광 좋은 거실 큰 투룸 ll,2층,52.89,3.5,투룸,2,대전광역시 유성구 원신흥동 498-1,36.3403021564232,127.343214012232,https://dabangapp.com/room/64a7ccecd3d416112918faa7,https://d1774jszgerdmk.cloudfront.net/512/5b83c106-c2c4-4f7b-bf2f-0d00cef95086,[]
대전광역시 163,월세,500,40,완전저렴한투룸 언능오세요,2층,59.4,3,투룸,2,대전광역시 유성구 원내동 75-5,36.3028603860731,127.317777258568,https://dabangapp.com/room/64b26ed6702e566373de4e89,https://d1774jszgerdmk.cloudfront.net/512/3d5ef5c2-49cc-4969-a6bc-a28e5e719678,[]
대전광역시 164,월세,400,37,풀옵션투룸 초역세권 밝은채광 대로변매물,3층,56.19,1.5,투룸,2,대전광역시 서구 월평동 1357,36.3537710034457,127.354041204041,https://dabangapp.com/room/64a3e5dfabda4c432891bf59,https://d1774jszgerdmk.cloudfront.net/512/feb8caa4-7ba5-415e-bfe3-b14f4840c296,[]
대전광역시 165,월세,5000,80,ll도룡미소ll고층 저렴한 월세 선착순매물 도안 첫입주 오피스텔,고층,84,14,쓰리룸 이상,3,대전광역시 유성구 용계동 667-6,36.3311803144108,127.333578591369,https://dabangapp.com/room/648c02ec5d1bd807c2113a76,https://d1774jszgerdmk.cloudfront.net/512/dZ2LGNvUlSNcCGRKpWru4,[]
대전광역시 166,월세,500,50,리모델링.풀옵션 투룸.역세권.베란다2개.전용주차,3층,62.81,1.8,투룸,2,대전광역시 서구 괴정동 2-18,36.3414369052483,127.385739110415,https://dabangapp.com/room/64968608308d456e195dc630,https://d1774jszgerdmk.cloudfront.net/512/vDBo2JTEaTwn7mjeKY80-,[]
대전광역시 167,월세,1000,45,v전세도 가능 조그만 창고방 따로 있어요v,2층,49.58,2,투룸,2,대전광역시 서구 용문동 257-6,36.3370985414921,127.39372872044,https://dabangapp.com/room/649cd82d20d5707431fee1f7,https://d1774jszgerdmk.cloudfront.net/512/1dee5bdd-2edc-4304-a78e-16beb4fef1a5,[]
대전광역시 168,월세,3000,130,"ㅁ역세권 대형거실있는 주인세대 ㅁ시스템에어컨,건조기 있는 풀옵션",4층,99.17,5,쓰리룸 이상,3,대전광역시 유성구 봉명동 558-13,36.3504286121605,127.339229871761,https://dabangapp.com/room/64b0ff5858df66108613f6e3,https://d1774jszgerdmk.cloudfront.net/512/0abqPqoFP4hshx-NKEsC2,[]
