id,priceType,priceFirst,priceMonth,description,floor,area,fee,roomType,roomNum,address,latitude,longitude,detailUrl,imageUrl,roomList,_id
대전광역시 1,월세,2000,40,"신축 첫입주 1.5룸, 분리형 풀옵션 엘리베이터, 주차차단기,보증금 조정",5층,33.05,4.5,투룸,2,대전광역시 동구 가양동,36.347019755256,127.441416938884,https://dabangapp.com/room/6491101c2164b465b44df863,https://d1774jszgerdmk.cloudfront.net/512/xF-SvzSapPwHxLnYErvVe,[],64b635b681fa5bc768085d5b
대전광역시 2,전세,2,0,첫입주++쓰리룸+1순위 가능+단독테라스+안전한 전세 보세요,4층,79.33,4,쓰리룸 이상,3,대전광역시 서구 가장동 58-21,36.3351176767786,127.385933834491,https://dabangapp.com/room/649d0a70d8259a1e292d47d8,https://d1774jszgerdmk.cloudfront.net/512/sAFCwgoY2x6h7laGhmnsm,[],64b635d881fa5bc768085d5c
대전광역시 3,월세,1000,55,주방따로+넓은거실/대로변/인기넓은투룸,2층,59.5,1.7,투룸,2,대전광역시 서구 괴정동 47-12,36.3388966029726,127.385452459985,https://dabangapp.com/room/64b0eb28522c6c43383af301,https://d1774jszgerdmk.cloudfront.net/512/1GPPhL56sNOqDvUqDUvRq,[],64b635e281fa5bc768085d5d
대전광역시 4,전세,11500,0,"lh가능,보증보험까지 가능한 가성비 최고",3층,49,5,쓰리룸 이상,3,"대전광역시 대덕구 목상동 185-2, 105동",36.4467771318656,127.413709551239,https://dabangapp.com/room/649d212fae2d460f76cca836,https://d1774jszgerdmk.cloudfront.net/512/4466640a-fbfb-4452-9c42-006d1599fdaf,[],64b6360181fa5bc768085d5e
