id,priceType,priceFirst,priceMonth,description,floor,area,fee,roomType,roomNum,address,latitude,longitude,detailUrl,imageUrl,roomList
대전광역시 49,월세,2000,40,"월드컵경기장역 도보3분, 올리모델링된 저렴한 투룸",2층,49.5,2,투룸,2,대전광역시 유성구 노은동 542-8,36.3691646242989,127.318589909899,https://dabangapp.com/room/64af6355bd6081509052f033,https://d1774jszgerdmk.cloudfront.net/512/dy9QiM4dfqbjewYpQ5Tsc,[]
대전광역시 50,전세,15000,0,"++강추++아파트,융자X선순위X++모든대출가능++금액조절가능++역세권++",4층,42.97,5,투룸,2,대전광역시 중구 오류동 183-3,36.3273784707139,127.402513626777,https://dabangapp.com/room/6484107ccf37101a559ee6c3,https://d1774jszgerdmk.cloudfront.net/512/357a077f-aba9-4fd4-84aa-88592ef51046,[]
대전광역시 51,월세,2000,80,+충남대부동산+ 오피스텔 투룸 대기했다 들어가는 귀한 매물,11층,65.76,7,오피스텔,3,대전시 유성구 봉명동 640-5,36.3589200515884,127.348552782723,https://dabangapp.com/room/64ae6800c2b5b257404824d8,https://d1774jszgerdmk.cloudfront.net/512/pjuLfKM60kuKy4ONxRE8g,[]
대전광역시 52,월세,3000,100,금액조절가능.반려동물협의가능.4층단독세대.엘베.옥상사용가능.방3욕실2,4층,122.31,3,쓰리룸 이상,3,대전광역시 서구 괴정동 59-3,36.338992504362,127.384692268643,https://dabangapp.com/room/64ae5a3212f5ea2107844966,https://d1774jszgerdmk.cloudfront.net/512/11077317-32be-4fff-b480-4a94f288ded7,[]
대전광역시 53,월세,1000,65,ㅣ봉주르 전문ㅣ 시청 인근 풀옵션 1.5룸,10층,27.66,7,오피스텔,3,대전시 서구 둔산동 1328,36.3524919048576,127.381327354607,https://dabangapp.com/room/64a3b4d7b7f6d264a55a78fd,https://d1774jszgerdmk.cloudfront.net/512/q9HCUOYsOcOogpD-hkna5,[]
대전광역시 54,월세,500,40,컨디션최상 // 넓은큰방 // 장대중학교 근처 // 풀옵션투룸,2층,49.58,1.7,투룸,2,대전광역시 유성구 장대동 369-13,36.3583816566843,127.338661625455,https://dabangapp.com/room/64afb7032e7b211312373ac4,https://d1774jszgerdmk.cloudfront.net/512/35e8d00f-7725-41ff-bb27-d1446becdeb1,[]
대전광역시 55,월세,3000,40,"유성온천역투룸 안심반전세, 실제매물,준신축,추가리모델링,중문설치",4층,52.89,3.5,투룸,2,대전광역시 유성구 봉명동 566-26,36.3549715445594,127.335746733182,https://dabangapp.com/room/6484291e5c0cb36070b893ac,https://d1774jszgerdmk.cloudfront.net/512/411cfffe-3cf2-4624-8dae-8044ec356dac,[]
대전광역시 56,월세,500,45,A급+역세권+신축급 화이트리모델링풀옵션투룸+베란다2개,1층,49.58,1.7,투룸,2,대전광역시 서구 갈마동 265-12,36.3536404374455,127.369805660756,https://dabangapp.com/room/64af4dfaac1fe97660320d73,https://d1774jszgerdmk.cloudfront.net/512/24eda198-eea3-4e55-8f23-ed2a19a6ab0f,[]
대전광역시 57,월세,3000,40,살림집 널직한 투룸 .,2층,69.42,3,투룸,2,대전광역시 유성구 신성동,36.3838680517777,127.349593151015,https://dabangapp.com/room/64b4b01b3c6e7e5e57b396f8,https://d1774jszgerdmk.cloudfront.net/512/0e49e25b-1cfd-4de7-a6a5-914b21e99bbd,[]
대전광역시 58,전세,1,0,"거실,방 넓음 / 서대전IC 2분 / 엘베있음 / 관저동 저렴한 2룸",2층,58,3.5,투룸,2,대전광역시 서구 관저동 1964-5,36.2958723631996,127.323245311238,https://dabangapp.com/room/64a7b7003070d83c7b3c6d67,https://d1774jszgerdmk.cloudfront.net/512/ee42a0c2-01bb-4331-92b1-66f3d19eca1d,[]
