id,priceType,priceFirst,priceMonth,description,floor,area,fee,roomType,roomNum,address,latitude,longitude,detailUrl,imageUrl,roomList
대전광역시 265,월세,500,25,역세권 5층 2룸 화1 거실넓고 채광좋음 반려동물가능,5층,53.4,2,투룸,2,"대전광역시 중구 용두동 56-53, 2동",36.329100235111,127.409208991547,https://dabangapp.com/room/649e7af352e8ae3d4cc4efb7,https://d1774jszgerdmk.cloudfront.net/512/v_5uhFqmE3g4CH9olOpFM,[]
대전광역시 266,월세,2000,40,투룸보세요 한민시장 도보 2분 월세저렴,3층,52,3.5,투룸,2,대전광역시 서구 괴정동 91-2,36.3342278981428,127.381936676521,https://dabangapp.com/room/649f978f06bddd39a0d88848,https://d1774jszgerdmk.cloudfront.net/512/cd0b62f8-f666-4480-a11a-43185fe42160,[]
대전광역시 267,월세,5000,50,o신축o쓰리룸/ 인테리어 굿/ 인기매물/,4층,59.5,1.5,쓰리룸 이상,3,대전광역시 서구 도마동 101-8,36.3172183751335,127.376039095971,https://dabangapp.com/room/649d4a1041a1343ec2da9538,https://d1774jszgerdmk.cloudfront.net/512/UoATpB8wxSQp5Aaxo6Rgu,[]
대전광역시 268,전세,9000,0,LH가능/리모델링 첫입주매물/옵션협의가능/단독가격협의된매물입니다,3층,46.28,3,투룸,2,대전광역시 유성구 원내동 91-19,36.3014367410664,127.31918108447,https://dabangapp.com/room/6406eaf25846b25716f2879d,https://d1774jszgerdmk.cloudfront.net/512/393cc99c-ce11-4aa9-be31-f616b981d4a2,[]
대전광역시 269,월세,2000,60,ll 실매물 ll 위치최상 ll 복합2분 ll 쓰리룸 ll,4층,69.42,3,쓰리룸 이상,3,대전광역시 동구 용전동,36.3577370465832,127.432394996182,https://dabangapp.com/room/649e641db01e0655b283e065,https://d1774jszgerdmk.cloudfront.net/512/3ddb1d00-9ad5-47ff-a3ff-65d549f7af1a,[]
대전광역시 270,전세,1,0,LH가능/일반대출가능/용문역도보5분/주차가능,3층,60,0,투룸,2,대전광역시 서구 용문동 242-2,36.339654223878,127.395682300218,https://dabangapp.com/room/64b513e7b3861829db663656,https://d1774jszgerdmk.cloudfront.net/512/zABz3zvrNSdlJE9NX3-Wt,[]
대전광역시 271,월세,3000,80,에어컨3대 화이트톤 투룸 주방마저 예쁜집,2층,66.11,5,투룸,2,대전광역시 동구 판암동,36.3173568237101,127.457667993794,https://dabangapp.com/room/648c00299e5ef105006af449,https://d1774jszgerdmk.cloudfront.net/512/NBREq2vUvtCioP1eZ6eKk,[]
대전광역시 272,월세,5000,80,"융자X,도마중,배제대 고품격 주인세대3룸",4층,110,3,쓰리룸 이상,3,대전광역시 서구 도마동 333-9,36.3173005010253,127.371040809668,https://dabangapp.com/room/64999755791f526b4e5d5737,https://d1774jszgerdmk.cloudfront.net/512/7bab76cf-9b27-4264-9774-f9ee1cde5be0,[]
대전광역시 273,월세,2000,80,"//더블YOU// 대박신축투룸, 화이트톤인테리어, 넓고 잘빠진구조, 짱짱",3층,62.81,4,투룸,2,대전광역시 서구 도안동 1299,36.3198908340463,127.343079956451,https://dabangapp.com/room/6493ccfee343ca481b942a4c,https://d1774jszgerdmk.cloudfront.net/512/nJ1DLKWM6NjKSObbPmMJQ,[]
대전광역시 274,월세,4400,50,무융자. 저렴하게나온 풀옵션 투룸 반전세.,저층,27.24,7.5,투룸,2,대전광역시 유성구 봉명동 636-7,36.357042168175,127.346544209443,https://dabangapp.com/room/64b37c32050d725e16aca0ee,https://d1774jszgerdmk.cloudfront.net/512/a07f0875-716e-436f-b348-e4c1c6aa6377,[]
